ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10002456,low,19,108,Commercial,Sunday,175.3559245
10002457,high,12,110,Development,Tuesday,50.51465231
10002458,high,4,112,Commercial,Sunday,100.9449023
10002459,high,1,103,Administrative,Monday,109.7417771
10002460,medium,13,112,Commercial,Thursday,123.7236022
10002461,medium,14,110,Development,Friday,111.9095258
10002462,low,6,108,Commercial,Saturday,188.307334
10002463,critical,9,107,Manufacturing,Friday,135.9797365
10002464,low,1,103,Administrative,Friday,140.4911365
10002465,low,17,106,Commercial,Tuesday,168.4518995
10002466,medium,14,110,Development,Friday,108.701836
10002467,medium,19,108,Commercial,Monday,120.8246189
10002468,low,10,107,Manufacturing,Saturday,133.3374657
10002469,high,11,104,Research,Thursday,137.1476859
10002470,medium,14,110,Development,Monday,74.08146889
10002471,medium,17,106,Commercial,Wednesday,106.7826606
10002472,medium,18,111,Manufacturing,Tuesday,121.0975562
10002473,critical,17,106,Commercial,Saturday,108.2494418
10002474,medium,19,108,Commercial,Thursday,131.2646209
10002475,critical,19,108,Commercial,Thursday,31.2532193
10002476,high,4,112,Commercial,Saturday,151.993838
10002477,critical,7,106,Commercial,Tuesday,90.89871482
10002478,medium,6,108,Commercial,Wednesday,121.191729
10002479,low,5,110,Development,Monday,149.1060878
10002480,low,19,108,Commercial,Sunday,132.7695954
10002481,high,10,107,Manufacturing,Friday,144.5197635
10002482,critical,18,111,Manufacturing,Wednesday,50.58644939
10002483,critical,19,108,Commercial,Saturday,84.36209978
10002484,medium,5,110,Development,Sunday,87.64576335
10002485,high,11,104,Research,Saturday,150.5245571
10002486,high,9,107,Manufacturing,Sunday,113.8200896
10002487,high,18,111,Manufacturing,Saturday,127.0720131
10002488,low,14,110,Development,Tuesday,151.3217728
10002489,low,8,106,Commercial,Wednesday,124.8019874
10002490,critical,11,104,Research,Sunday,78.53563639
10002491,medium,3,105,Administrative,Tuesday,78.50921858
10002492,medium,14,110,Development,Tuesday,66.83807144
10002493,high,2,107,Manufacturing,Wednesday,139.5303913
10002494,medium,14,110,Development,Thursday,60.90622993
10002495,critical,16,108,Commercial,Sunday,120.3772577
10002496,medium,17,106,Commercial,Monday,80.17037511
10002497,low,15,110,Development,Wednesday,110.3392366
10002498,critical,7,106,Commercial,Saturday,125.8841701
10002499,low,5,110,Development,Thursday,109.4403273
10002500,medium,9,107,Manufacturing,Saturday,85.85114316
10002501,low,19,108,Commercial,Saturday,153.558984
10002502,medium,3,105,Administrative,Tuesday,87.83157598
10002503,low,13,112,Commercial,Tuesday,105.6632826
10002504,medium,15,110,Development,Sunday,95.00412509
10002505,high,11,104,Research,Wednesday,101.2477581
10002506,medium,5,110,Development,Monday,73.46527726
10002507,critical,2,107,Manufacturing,Tuesday,42.33248952
10002508,low,14,110,Development,Saturday,171.9597771
10002509,high,3,105,Administrative,Thursday,136.9460481
10002510,critical,5,110,Development,Monday,38.14791812
10002511,medium,2,107,Manufacturing,Friday,119.4552396
10002512,medium,5,110,Development,Thursday,68.89770943
10002513,critical,1,103,Administrative,Monday,78.68655598
10002514,critical,12,110,Development,Wednesday,87.11340489
10002515,critical,4,112,Commercial,Tuesday,64.95865733
10002516,low,2,107,Manufacturing,Friday,145.1949969
10002517,critical,12,110,Development,Tuesday,58.06496066
10002518,high,7,106,Commercial,Saturday,93.39667409
10002519,critical,9,107,Manufacturing,Sunday,106.5516803
10002520,critical,19,108,Commercial,Sunday,107.6376719
10002521,low,11,104,Research,Saturday,182.7677122
10002522,low,4,112,Commercial,Monday,165.273753
10002523,critical,15,110,Development,Saturday,103.2791084
10002524,low,7,106,Commercial,Sunday,179.7250062
10002525,low,1,103,Administrative,Friday,134.188792
10002526,medium,13,112,Commercial,Friday,135.4461257
10002527,high,6,108,Commercial,Tuesday,66.36758793
10002528,low,15,110,Development,Sunday,152.0258571
10002529,low,1,103,Administrative,Wednesday,101.9367188
10002530,medium,9,107,Manufacturing,Thursday,153.3353144
10002531,medium,17,106,Commercial,Thursday,144.2181939
10002532,high,16,108,Commercial,Saturday,96.07553621
10002533,critical,15,110,Development,Wednesday,87.9651283
10002534,critical,6,108,Commercial,Friday,97.37305472
10002535,critical,1,103,Administrative,Tuesday,106.6508593
10002536,low,12,110,Development,Thursday,145.6738517
10002537,low,11,104,Research,Saturday,144.2356575
10002538,critical,4,112,Commercial,Saturday,94.92411768
10002539,medium,9,107,Manufacturing,Thursday,126.2391911
10002540,medium,3,105,Administrative,Friday,124.1764195
10002541,high,14,110,Development,Monday,121.7670164
10002542,critical,14,110,Development,Friday,75.54742264
10002543,high,1,103,Administrative,Tuesday,58.00461938
10002544,high,17,106,Commercial,Thursday,100.6134185
10002545,medium,3,105,Administrative,Sunday,106.169642
10002546,medium,12,110,Development,Tuesday,70.59892085
10002547,medium,17,106,Commercial,Saturday,163.6494881
10002548,critical,7,106,Commercial,Saturday,93.58940991
10002549,critical,18,111,Manufacturing,Wednesday,80.0675976
10002550,high,1,103,Administrative,Tuesday,118.2205477
10002551,medium,14,110,Development,Monday,85.0915672
10002552,high,12,110,Development,Thursday,119.7892685
10002553,critical,9,107,Manufacturing,Friday,86.84642179
10002554,high,16,108,Commercial,Tuesday,81.14258413
10002555,low,19,108,Commercial,Monday,171.9040513
10002556,high,16,108,Commercial,Friday,154.6548519
10002557,low,9,107,Manufacturing,Monday,125.4652108
10002558,medium,8,106,Commercial,Friday,182.6495085
10002559,critical,14,110,Development,Saturday,100.1461951
10002560,critical,10,107,Manufacturing,Wednesday,80.34844292
10002561,medium,18,111,Manufacturing,Saturday,150.4805919
10002562,critical,10,107,Manufacturing,Sunday,100.9748765
10002563,critical,11,104,Research,Friday,117.3504473
10002564,medium,6,108,Commercial,Saturday,136.1715277
10002565,critical,8,106,Commercial,Sunday,114.9216899
10002566,critical,2,107,Manufacturing,Monday,59.09200925
10002567,high,15,110,Development,Tuesday,115.8029212
10002568,medium,1,103,Administrative,Friday,117.7957282
10002569,critical,16,108,Commercial,Thursday,114.7754169
10002570,medium,17,106,Commercial,Thursday,138.9785486
10002571,medium,8,106,Commercial,Sunday,116.1989096
10002572,high,15,110,Development,Friday,147.6106384
10002573,high,10,107,Manufacturing,Thursday,74.78857224
10002574,medium,12,110,Development,Tuesday,88.46010661
10002575,medium,11,104,Research,Thursday,102.6854266
10002576,critical,8,106,Commercial,Monday,74.24645335
10002577,medium,12,110,Development,Friday,153.2679827
10002578,low,10,107,Manufacturing,Thursday,93.47425358
10002579,low,4,112,Commercial,Friday,157.4819904
10002580,high,4,112,Commercial,Thursday,54.64902626
10002581,critical,17,106,Commercial,Sunday,101.4900261
10002582,low,2,107,Manufacturing,Monday,136.8516704
10002583,high,9,107,Manufacturing,Sunday,96.77379301
10002584,critical,17,106,Commercial,Monday,41.17568781
10002585,high,14,110,Development,Sunday,93.62279121
10002586,low,1,103,Administrative,Wednesday,102.1291754
10002587,low,8,106,Commercial,Tuesday,126.3003882
10002588,high,13,112,Commercial,Saturday,146.6934545
10002589,medium,13,112,Commercial,Saturday,90.41268388
10002590,medium,6,108,Commercial,Monday,98.7987919
10002591,low,18,111,Manufacturing,Friday,180.9686511
10002592,critical,2,107,Manufacturing,Saturday,83.60144605
10002593,low,2,107,Manufacturing,Saturday,185.4268884
10002594,low,15,110,Development,Monday,93.44987245
10002595,low,16,108,Commercial,Sunday,132.2155082
10002596,critical,9,107,Manufacturing,Sunday,119.8897707
10002597,high,17,106,Commercial,Saturday,68.31039963
10002598,low,6,108,Commercial,Wednesday,99.79743401
10002599,medium,6,108,Commercial,Tuesday,95.77697417
10002600,low,1,103,Administrative,Monday,104.494293
10002601,high,1,103,Administrative,Monday,130.5820737
10002602,medium,15,110,Development,Tuesday,55.55096603
10002603,high,11,104,Research,Friday,146.7373797
10002604,medium,12,110,Development,Sunday,113.0383268
10002605,high,16,108,Commercial,Wednesday,86.63661652
10002606,low,4,112,Commercial,Monday,111.6033626
10002607,critical,5,110,Development,Monday,31.72464618
10002608,low,19,108,Commercial,Monday,169.8927081
10002609,critical,6,108,Commercial,Saturday,63.92637664
10002610,medium,7,106,Commercial,Monday,99.31036134
10002611,medium,3,105,Administrative,Thursday,114.5163054
10002612,critical,3,105,Administrative,Friday,82.10246808
10002613,medium,16,108,Commercial,Monday,112.2079522
10002614,medium,19,108,Commercial,Friday,177.5302825
10002615,low,12,110,Development,Monday,106.763783
10002616,low,2,107,Manufacturing,Tuesday,169.4001354
10002617,low,15,110,Development,Thursday,120.8363196
10002618,high,5,110,Development,Wednesday,86.81461007
10002619,medium,14,110,Development,Sunday,63.62846795
10002620,high,15,110,Development,Sunday,60.73925377
10002621,medium,14,110,Development,Saturday,129.9441425
10002622,medium,10,107,Manufacturing,Sunday,160.4420347
10002623,high,19,108,Commercial,Monday,109.8500242
10002624,high,17,106,Commercial,Tuesday,97.164022
10002625,critical,15,110,Development,Saturday,72.64395997
10002626,medium,4,112,Commercial,Tuesday,91.15290141
10002627,low,4,112,Commercial,Sunday,164.4451703
10002628,medium,3,105,Administrative,Saturday,163.2128777
10002629,high,4,112,Commercial,Saturday,74.33147963
10002630,medium,6,108,Commercial,Tuesday,87.97850697
10002631,medium,4,112,Commercial,Friday,183.9166236
10002632,high,1,103,Administrative,Sunday,88.26090773
10002633,medium,13,112,Commercial,Tuesday,111.4357502
10002634,low,10,107,Manufacturing,Friday,126.7877002
10002635,low,13,112,Commercial,Wednesday,139.7356369
10002636,medium,2,107,Manufacturing,Friday,131.9732433
10002637,high,13,112,Commercial,Thursday,93.69953345
10002638,medium,3,105,Administrative,Thursday,104.1284192
10002639,high,9,107,Manufacturing,Saturday,73.18745255
10002640,low,13,112,Commercial,Monday,168.0338512
10002641,low,15,110,Development,Tuesday,112.9858087
10002642,critical,16,108,Commercial,Monday,89.02490929
10002643,critical,19,108,Commercial,Monday,80.59607054
10002644,critical,16,108,Commercial,Friday,128.9126791
10002645,high,1,103,Administrative,Tuesday,72.40998977
10002646,high,1,103,Administrative,Monday,101.6226246
10002647,low,1,103,Administrative,Thursday,140.1191072
10002648,low,1,103,Administrative,Friday,214.5585554
10002649,low,8,106,Commercial,Friday,211.327401
10002650,low,9,107,Manufacturing,Wednesday,136.2534887
10002651,critical,13,112,Commercial,Thursday,81.68841004
10002652,medium,7,106,Commercial,Tuesday,100.0891221
10002653,critical,14,110,Development,Wednesday,78.08083175
10002654,medium,18,111,Manufacturing,Monday,149.0569951
10002655,low,7,106,Commercial,Tuesday,135.3648193
10002656,high,15,110,Development,Tuesday,54.48332615
10002657,medium,16,108,Commercial,Friday,155.1554191
10002658,high,10,107,Manufacturing,Thursday,97.51830813
10002659,high,17,106,Commercial,Friday,117.161465
10002660,critical,8,106,Commercial,Sunday,115.5451526
10002661,medium,8,106,Commercial,Friday,161.5071108
10002662,low,11,104,Research,Friday,187.2779423
10002663,low,5,110,Development,Saturday,105.6378614
10002664,medium,10,107,Manufacturing,Monday,150.1232885
10002665,high,4,112,Commercial,Tuesday,131.1746833
10002666,low,10,107,Manufacturing,Friday,164.9272815
10002667,low,3,105,Administrative,Tuesday,172.7105503
10002668,low,19,108,Commercial,Sunday,108.0808244
10002669,medium,9,107,Manufacturing,Thursday,153.3141174
10002670,high,3,105,Administrative,Monday,89.86096727
10002671,low,16,108,Commercial,Thursday,118.0367523
10002672,critical,2,107,Manufacturing,Saturday,107.7440494
10002673,critical,15,110,Development,Tuesday,49.17767202
10002674,critical,13,112,Commercial,Friday,148.2970315
10002675,low,6,108,Commercial,Wednesday,101.5875593
10002676,high,4,112,Commercial,Thursday,78.38208563
10002677,high,2,107,Manufacturing,Saturday,99.42194822
10002678,critical,14,110,Development,Wednesday,75.49549275
10002679,high,5,110,Development,Saturday,60.44117121
10002680,high,2,107,Manufacturing,Wednesday,65.389658
10002681,medium,19,108,Commercial,Monday,153.6121296
10002682,high,4,112,Commercial,Saturday,146.8060054
10002683,medium,7,106,Commercial,Friday,135.3129651
10002684,critical,3,105,Administrative,Thursday,103.3099698
10002685,medium,4,112,Commercial,Monday,123.8249477
10002686,critical,5,110,Development,Thursday,98.57654481
10002687,low,15,110,Development,Tuesday,142.4529935
10002688,critical,7,106,Commercial,Sunday,39.2090531
10002689,critical,17,106,Commercial,Saturday,102.904693
10002690,high,10,107,Manufacturing,Wednesday,130.7871902
10002691,medium,1,103,Administrative,Sunday,117.326594
10002692,medium,16,108,Commercial,Thursday,81.11781579
10002693,critical,7,106,Commercial,Friday,142.9652707
10002694,medium,18,111,Manufacturing,Sunday,148.3570008
10002695,critical,19,108,Commercial,Monday,97.49895341
10002696,critical,14,110,Development,Thursday,84.18054713
10002697,medium,4,112,Commercial,Sunday,130.238009
10002698,critical,16,108,Commercial,Saturday,82.85113794
10002699,high,17,106,Commercial,Thursday,113.4289909
10002700,medium,4,112,Commercial,Monday,109.5660285
10002701,medium,6,108,Commercial,Wednesday,90.11039892
10002702,critical,17,106,Commercial,Thursday,42.62164785
10002703,medium,2,107,Manufacturing,Saturday,119.2008686
10002704,low,2,107,Manufacturing,Saturday,174.5768383
10002705,medium,15,110,Development,Wednesday,72.64503662
10002706,low,7,106,Commercial,Saturday,185.2178979
10002707,high,3,105,Administrative,Tuesday,64.30089552
10002708,critical,16,108,Commercial,Monday,33.50533377
10002709,high,17,106,Commercial,Saturday,114.6289273
10002710,medium,19,108,Commercial,Sunday,147.8303165
10002711,high,14,110,Development,Thursday,69.90081465
10002712,critical,13,112,Commercial,Friday,72.5539599
10002713,high,18,111,Manufacturing,Wednesday,53.18408588
10002714,high,11,104,Research,Tuesday,79.07401652
10002715,low,3,105,Administrative,Sunday,93.83579365
10002716,high,1,103,Administrative,Wednesday,129.0050806
10002717,medium,18,111,Manufacturing,Friday,121.0740567
10002718,medium,8,106,Commercial,Wednesday,94.10141563
10002719,medium,15,110,Development,Saturday,104.116869
10002720,critical,19,108,Commercial,Thursday,100.2646958
10002721,medium,3,105,Administrative,Saturday,129.1400909
10002722,medium,3,105,Administrative,Saturday,109.8629747
10002723,critical,15,110,Development,Sunday,16.65810594
10002724,high,8,106,Commercial,Monday,85.94668588
10002725,low,3,105,Administrative,Wednesday,92.71603578
10002726,critical,9,107,Manufacturing,Wednesday,50.13204319
10002727,low,5,110,Development,Saturday,175.8189505
10002728,high,14,110,Development,Sunday,52.80644081
10002729,low,16,108,Commercial,Saturday,185.0419218
10002730,low,17,106,Commercial,Saturday,138.6175663
10002731,critical,15,110,Development,Thursday,69.16965927
10002732,medium,5,110,Development,Thursday,92.13695067
10002733,high,7,106,Commercial,Monday,77.96279385
10002734,critical,3,105,Administrative,Wednesday,74.6301978
10002735,critical,14,110,Development,Sunday,82.61926747
10002736,high,13,112,Commercial,Sunday,119.2581322
10002737,critical,9,107,Manufacturing,Friday,124.227806
10002738,critical,8,106,Commercial,Wednesday,84.56738201
10002739,critical,1,103,Administrative,Sunday,37.93606394
10002740,low,13,112,Commercial,Monday,109.2459334
10002741,high,14,110,Development,Monday,94.06317359
10002742,medium,10,107,Manufacturing,Saturday,104.7497709
10002743,medium,2,107,Manufacturing,Monday,103.7724401
10002744,medium,16,108,Commercial,Sunday,131.3080151
10002745,critical,2,107,Manufacturing,Friday,117.9710046
10002746,low,6,108,Commercial,Friday,131.7969887
10002747,low,4,112,Commercial,Saturday,158.633646
10002748,high,19,108,Commercial,Tuesday,106.2361819
10002749,low,17,106,Commercial,Saturday,182.2082018
10002750,critical,4,112,Commercial,Monday,47.26418416
10002751,medium,5,110,Development,Thursday,80.52787069
10002752,high,17,106,Commercial,Saturday,148.7718427
10002753,critical,7,106,Commercial,Wednesday,121.8588579
10002754,medium,6,108,Commercial,Friday,118.4240293
10002755,low,17,106,Commercial,Sunday,153.85919
10002756,low,15,110,Development,Friday,181.3815443
10002757,high,2,107,Manufacturing,Wednesday,83.33828868
10002758,high,14,110,Development,Monday,110.8058229
10002759,critical,19,108,Commercial,Sunday,39.45243386
10002760,critical,11,104,Research,Thursday,107.5142029
10002761,low,18,111,Manufacturing,Tuesday,110.7387295
10002762,critical,10,107,Manufacturing,Sunday,39.60287442
10002763,critical,10,107,Manufacturing,Friday,102.9433347
10002764,critical,15,110,Development,Friday,73.15717586
10002765,low,1,103,Administrative,Friday,176.9321252
10002766,high,16,108,Commercial,Thursday,111.1712763
10002767,low,18,111,Manufacturing,Thursday,180.353527
10002768,low,16,108,Commercial,Tuesday,155.3772089
10002769,medium,6,108,Commercial,Tuesday,74.22268087
10002770,low,19,108,Commercial,Saturday,127.1797318
10002771,medium,16,108,Commercial,Tuesday,140.7495909
10002772,medium,19,108,Commercial,Thursday,138.9328905
10002773,critical,4,112,Commercial,Tuesday,59.75138045
10002774,critical,9,107,Manufacturing,Saturday,104.3323095
10002775,high,7,106,Commercial,Saturday,124.7533568
10002776,low,1,103,Administrative,Thursday,172.0282379
10002777,critical,8,106,Commercial,Saturday,78.37460889
10002778,low,19,108,Commercial,Sunday,163.840062
10002779,low,3,105,Administrative,Thursday,133.2545761
10002780,medium,10,107,Manufacturing,Monday,151.9415444
10002781,high,13,112,Commercial,Wednesday,138.6398088
10002782,low,15,110,Development,Friday,133.5790296
10002783,critical,6,108,Commercial,Tuesday,108.0872161
10002784,low,7,106,Commercial,Wednesday,124.9021876
10002785,critical,1,103,Administrative,Sunday,82.88235313
10002786,high,9,107,Manufacturing,Wednesday,75.28164835
10002787,low,17,106,Commercial,Saturday,160.0188731
10002788,critical,4,112,Commercial,Tuesday,55.93326177
10002789,critical,13,112,Commercial,Saturday,54.65836265
10002790,low,16,108,Commercial,Thursday,156.3121217
10002791,critical,14,110,Development,Saturday,28.83893368
10002792,low,10,107,Manufacturing,Friday,202.5207217
10002793,medium,19,108,Commercial,Monday,94.99888449
10002794,medium,8,106,Commercial,Monday,121.7408952
10002795,high,14,110,Development,Monday,95.83305549
10002796,critical,9,107,Manufacturing,Wednesday,90.7989818
10002797,high,3,105,Administrative,Monday,75.51632424
10002798,medium,10,107,Manufacturing,Friday,108.9615794
10002799,low,5,110,Development,Monday,131.6277016
10002800,medium,2,107,Manufacturing,Friday,141.5431399
10002801,critical,9,107,Manufacturing,Friday,145.1003743
10002802,low,12,110,Development,Sunday,163.048158
10002803,medium,10,107,Manufacturing,Tuesday,146.5712418
10002804,medium,5,110,Development,Friday,153.1873261
10002805,critical,5,110,Development,Tuesday,99.19058439
10002806,medium,9,107,Manufacturing,Thursday,162.6271035
10002807,medium,18,111,Manufacturing,Friday,161.3469833
10002808,low,2,107,Manufacturing,Friday,157.2020564
10002809,medium,19,108,Commercial,Thursday,159.2621735
10002810,high,17,106,Commercial,Friday,94.86938988
10002811,low,9,107,Manufacturing,Wednesday,142.1582771
10002812,medium,12,110,Development,Friday,148.1723042
10002813,high,13,112,Commercial,Tuesday,71.7499773
10002814,low,17,106,Commercial,Sunday,102.7817506
10002815,critical,13,112,Commercial,Sunday,61.83748864
10002816,low,17,106,Commercial,Saturday,125.305484
10002817,critical,2,107,Manufacturing,Sunday,111.2634248
10002818,critical,3,105,Administrative,Wednesday,59.58213193
10002819,medium,8,106,Commercial,Friday,108.24786
10002820,high,5,110,Development,Thursday,52.24234124
10002821,low,2,107,Manufacturing,Monday,161.9978635
10002822,critical,9,107,Manufacturing,Tuesday,73.2470376
10002823,critical,6,108,Commercial,Saturday,47.58183302
10002824,critical,9,107,Manufacturing,Saturday,126.704974
10002825,low,16,108,Commercial,Saturday,158.8053524
10002826,medium,15,110,Development,Saturday,93.49919055
10002827,medium,8,106,Commercial,Monday,162.7573127
10002828,high,12,110,Development,Saturday,120.9881067
10002829,high,13,112,Commercial,Tuesday,124.7452512
10002830,high,13,112,Commercial,Saturday,123.1953999
10002831,low,10,107,Manufacturing,Monday,120.3811961
10002832,medium,8,106,Commercial,Wednesday,125.0241243
10002833,high,10,107,Manufacturing,Thursday,138.3956873
10002834,medium,6,108,Commercial,Wednesday,97.11410436
10002835,high,11,104,Research,Sunday,102.7681988
10002836,low,7,106,Commercial,Thursday,131.5587511
10002837,low,15,110,Development,Monday,86.44613674
10002838,critical,19,108,Commercial,Friday,127.3375638
10002839,medium,15,110,Development,Thursday,75.19694035
10002840,medium,14,110,Development,Sunday,56.18838389
10002841,high,10,107,Manufacturing,Monday,93.08815096
10002842,medium,17,106,Commercial,Friday,178.2246113
10002843,low,1,103,Administrative,Sunday,176.0667622
10002844,low,8,106,Commercial,Saturday,115.2970576
10002845,critical,16,108,Commercial,Sunday,82.05079117
10002846,medium,9,107,Manufacturing,Tuesday,115.5369462
10002847,critical,1,103,Administrative,Monday,95.9586373
10002848,critical,18,111,Manufacturing,Thursday,71.61740348
10002849,critical,7,106,Commercial,Friday,78.82179221
10002850,low,1,103,Administrative,Friday,135.5800231
10002851,high,14,110,Development,Saturday,101.3907618
10002852,critical,5,110,Development,Monday,23.88291537
10002853,high,5,110,Development,Saturday,126.8635611
10002854,high,11,104,Research,Friday,129.8310417
10002855,high,3,105,Administrative,Friday,96.46731617
10002856,low,12,110,Development,Sunday,96.39743906
10002857,high,10,107,Manufacturing,Thursday,97.48956113
10002858,low,16,108,Commercial,Monday,108.289862
10002859,low,2,107,Manufacturing,Saturday,148.6239731
10002860,critical,19,108,Commercial,Friday,110.6014974
10002861,high,12,110,Development,Tuesday,61.39944252
10002862,medium,6,108,Commercial,Tuesday,156.2755808
10002863,high,4,112,Commercial,Monday,78.57450258
10002864,critical,16,108,Commercial,Saturday,99.57273718
10002865,low,10,107,Manufacturing,Saturday,184.4016698
10002866,high,8,106,Commercial,Monday,105.3058983
10002867,high,10,107,Manufacturing,Wednesday,60.12558081
10002868,medium,1,103,Administrative,Friday,114.5131096
10002869,high,11,104,Research,Friday,110.813308
10002870,high,15,110,Development,Saturday,44.09430336
10002871,medium,8,106,Commercial,Monday,133.4442478
10002872,high,14,110,Development,Saturday,96.53480148
10002873,medium,15,110,Development,Saturday,127.6650352
10002874,low,17,106,Commercial,Tuesday,156.2691008
10002875,medium,2,107,Manufacturing,Friday,147.0210041
10002876,critical,13,112,Commercial,Saturday,75.31938039
10002877,critical,7,106,Commercial,Monday,110.5519828
10002878,critical,19,108,Commercial,Wednesday,76.62769402
10002879,medium,8,106,Commercial,Tuesday,140.6906761
10002880,high,17,106,Commercial,Sunday,102.0285348
10002881,medium,15,110,Development,Saturday,145.6202036
10002882,low,7,106,Commercial,Saturday,130.6342851
10002883,medium,10,107,Manufacturing,Tuesday,128.5493105
10002884,critical,16,108,Commercial,Tuesday,120.8215493
10002885,critical,3,105,Administrative,Wednesday,92.41271185
10002886,medium,11,104,Research,Sunday,99.60836651
10002887,low,7,106,Commercial,Monday,106.4272694
10002888,low,9,107,Manufacturing,Tuesday,134.1477208
10002889,critical,3,105,Administrative,Tuesday,89.33779326
10002890,medium,9,107,Manufacturing,Saturday,169.0996142
10002891,high,4,112,Commercial,Tuesday,55.28173847
10002892,low,6,108,Commercial,Friday,173.6254906
10002893,low,2,107,Manufacturing,Sunday,108.491026
10002894,high,10,107,Manufacturing,Sunday,53.28207707
10002895,medium,6,108,Commercial,Wednesday,122.0557539
10002896,low,9,107,Manufacturing,Tuesday,169.5919692
10002897,critical,14,110,Development,Thursday,41.02297619
10002898,high,18,111,Manufacturing,Monday,127.5272825
10002899,medium,19,108,Commercial,Thursday,160.9143607
10002900,high,17,106,Commercial,Sunday,134.9683993
10002901,high,18,111,Manufacturing,Tuesday,70.56042608
10002902,medium,12,110,Development,Tuesday,105.2968451
10002903,high,8,106,Commercial,Tuesday,134.6318297
10002904,low,15,110,Development,Sunday,148.6529238
10002905,critical,17,106,Commercial,Saturday,132.2125571
10002906,medium,12,110,Development,Tuesday,79.47730127
10002907,low,3,105,Administrative,Tuesday,97.55519352
10002908,critical,6,108,Commercial,Saturday,121.5964163
10002909,critical,18,111,Manufacturing,Saturday,98.08619114
10002910,medium,11,104,Research,Thursday,105.8778187
10002911,high,16,108,Commercial,Wednesday,114.3660176
10002912,low,18,111,Manufacturing,Saturday,163.0213067
10002913,low,7,106,Commercial,Thursday,122.1796773
10002914,high,9,107,Manufacturing,Friday,99.25478327
10002915,medium,19,108,Commercial,Monday,80.58811413
10002916,critical,9,107,Manufacturing,Monday,38.23663588
10002917,medium,11,104,Research,Saturday,138.0487065
10002918,high,15,110,Development,Wednesday,100.5336632
10002919,critical,12,110,Development,Sunday,53.69312108
10002920,high,6,108,Commercial,Monday,116.8504118
10002921,medium,6,108,Commercial,Wednesday,150.0547872
10002922,critical,10,107,Manufacturing,Monday,86.40737453
10002923,high,15,110,Development,Sunday,94.12589097
10002924,medium,13,112,Commercial,Wednesday,88.1245814
10002925,high,7,106,Commercial,Monday,58.28774766
10002926,low,15,110,Development,Monday,113.1967381
10002927,high,6,108,Commercial,Wednesday,116.6963113
10002928,medium,12,110,Development,Saturday,94.61223497
10002929,low,10,107,Manufacturing,Monday,155.7674565
10002930,low,6,108,Commercial,Saturday,122.7376889
10002931,critical,3,105,Administrative,Thursday,81.63141202
10002932,critical,1,103,Administrative,Saturday,92.90148793
10002933,critical,1,103,Administrative,Tuesday,31.84975455
10002934,medium,13,112,Commercial,Saturday,139.3800147
10002935,critical,7,106,Commercial,Friday,134.8102066
10002936,critical,7,106,Commercial,Monday,33.64468142
10002937,low,5,110,Development,Wednesday,118.0548209
10002938,low,7,106,Commercial,Friday,158.0077862
10002939,high,19,108,Commercial,Friday,141.4069281
10002940,critical,19,108,Commercial,Monday,80.54904201
10002941,low,12,110,Development,Sunday,81.06988179
10002942,medium,14,110,Development,Tuesday,89.0743274
10002943,high,3,105,Administrative,Tuesday,121.4006438
10002944,low,4,112,Commercial,Monday,116.7238088
10002945,critical,14,110,Development,Monday,76.36109192
10002946,high,2,107,Manufacturing,Friday,134.6486751
10002947,critical,19,108,Commercial,Friday,128.7493474
10002948,low,1,103,Administrative,Friday,207.8586774
10002949,high,6,108,Commercial,Tuesday,88.08811474
10002950,high,15,110,Development,Tuesday,71.42387482
10002951,low,2,107,Manufacturing,Thursday,177.9378831
10002952,critical,5,110,Development,Monday,19.00089408
10002953,low,18,111,Manufacturing,Sunday,153.409937
10002954,low,2,107,Manufacturing,Thursday,105.8648415
10002955,critical,19,108,Commercial,Thursday,37.87329867
10002956,medium,5,110,Development,Saturday,100.7571807
10002957,critical,9,107,Manufacturing,Friday,94.27793654
10002958,critical,12,110,Development,Tuesday,72.30859703
10002959,low,5,110,Development,Thursday,140.814957
10002960,critical,8,106,Commercial,Sunday,101.2984891
10002961,medium,14,110,Development,Wednesday,69.2490778
10002962,critical,2,107,Manufacturing,Sunday,115.9420612
10002963,medium,17,106,Commercial,Thursday,105.4589327
10002964,medium,18,111,Manufacturing,Friday,162.2137695
10002965,low,2,107,Manufacturing,Monday,111.72725
10002966,high,8,106,Commercial,Tuesday,142.2866951
10002967,critical,1,103,Administrative,Tuesday,83.75976302
10002968,critical,5,110,Development,Sunday,15.47206569
10002969,high,17,106,Commercial,Tuesday,94.73721618
10002970,medium,9,107,Manufacturing,Friday,147.7389413
10002971,high,4,112,Commercial,Monday,108.9672458
10002972,critical,17,106,Commercial,Monday,110.760228
10002973,critical,1,103,Administrative,Saturday,98.94360071
10002974,high,2,107,Manufacturing,Saturday,146.8248072
10002975,critical,16,108,Commercial,Sunday,46.10599845
10002976,low,18,111,Manufacturing,Friday,188.7478197
10002977,low,12,110,Development,Wednesday,142.1916679
10002978,low,15,110,Development,Saturday,122.6721246
10002979,medium,11,104,Research,Sunday,159.1934163
10002980,medium,16,108,Commercial,Friday,181.7178056
10002981,critical,14,110,Development,Saturday,41.14144684
10002982,low,3,105,Administrative,Tuesday,98.77334588
10002983,medium,6,108,Commercial,Monday,119.2982007
10002984,medium,16,108,Commercial,Sunday,89.18395999
